iter	Logloss
355	0.05201577221
356	0.05186598773
357	0.05171801994
358	0.0515716739
359	0.05142520095
360	0.0512797378
361	0.05110021606
362	0.05095682691
363	0.05081392551
364	0.05067142571
365	0.05049659361
366	0.05035615961
367	0.05018320928
368	0.05004393384
369	0.04990689953
370	0.04973660385
371	0.04959918583
372	0.04946488713
373	0.04933123489
374	0.04919767131
375	0.04903423016
376	0.04890244454
377	0.0487713625
378	0.04864134118
379	0.04848053282
380	0.0483519574
381	0.04819043006
382	0.04806335494
383	0.04793706213
384	0.0478112494
385	0.04765522654
386	0.04753066798
387	0.04740756849
388	0.04725201999
389	0.04712832371
390	0.04700489218
391	0.04688300168
392	0.04673051958
393	0.04661029031
394	0.04649120557
395	0.04633729892
396	0.04621964817
397	0.04610085127
398	0.04598308218
399	0.04583408212
400	0.04571934106
401	0.04560442592
402	0.04549129022
403	0.04534967343
404	0.04523467335
405	0.04512245121
406	0.0449812534
407	0.04486917419
408	0.04475916239
409	0.04464805089
410	0.04451026445
411	0.04440074836
412	0.0442921446
413	0.04415363905
414	0.0440461571
415	0.04394036854
416	0.04383389316
417	0.04370122713
418	0.04359725292
419	0.0434926454
420	0.04338904408
421	0.04325946396
422	0.04315646055
423	0.04305449141
424	0.042951168
425	0.04282049052
426	0.04272023241
427	0.04261911524
428	0.0424922321
429	0.04239343144
430	0.04229350251
431	0.04219460115
432	0.04207019284
433	0.04197206882
434	0.04187458741
435	0.04177839483
436	0.04165570736
437	0.04155990332
438	0.04146387354
439	0.04137004204
440	0.04124721438
441	0.04115364005
442	0.04105979465
443	0.04094109138
444	0.04084785258
445	0.04075480277
446	0.04066444586
447	0.04054754227
448	0.04045753914
449	0.04036668688
450	0.0402514983
451	0.04016287997
452	0.04007369752
453	0.03998571038
454	0.03989695658
455	0.03978572637
456	0.03969833578
457	0.03961196803
458	0.03950215802
459	0.0394157848
460	0.03932986769
461	0.03924491418
462	0.03913538108
463	0.03905079129
464	0.03896680027
465	0.03888324313
466	0.03877721975
467	0.03869442555
468	0.03861154988
469	0.03852978523
470	0.03842454217
471	0.03834355921
472	0.03826217738
473	0.03815855508
474	0.03807734375
475	0.03799742783
476	0.03791769942
477	0.03781656412
478	0.03773749632
479	0.03765905177
480	0.03758042666
481	0.03748105355
482	0.03740374918
483	0.03732585659
484	0.03724927194
485	0.03714917786
486	0.0370732413
487	0.03699754203
488	0.03692261502
489	0.0368253005
490	0.03675088398
491	0.03667611616
492	0.03660144967
493	0.03650703902
494	0.03643348602
495	0.03635961935
496	0.03628673106
497	0.03619288305
498	0.03612106442
499	0.0360485786
